property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_1466715657569789129,1466715657569789129,,entire_place,1,1.0,3.0,,,New and furnished apartment with an ideal location 30,284710569.84,284710569.84,100.0,1768388.64,161,12,Bogotá,cop,Low,4.652421593,-74.07636529,142650
abnb_1466863206431114744,1466863206431114744,,entire_place,1,1.0,3.0,,,New and furnished apartment with an ideal location 35,284710569.84,284710569.84,100.0,1768388.64,161,12,Bogotá,cop,Low,4.653014274,-74.074281981,142650
abnb_546484945723241941,546484945723241941,,entire_place,5,6.5,10.0,4.9,78.0,Modern House close to Stadium & Simón Bolívar Park,267567634.98,276901080.25,53.69,1415701.75,352,12,Bogotá,cop,Low,4.65418,-74.08424,142650
abnb_1464173983753556311,1464173983753556311,,entire_place,1,1.0,3.0,,,New and furnished apartment with an ideal location,212935818.06,260992392.47,99.22,1663561.09,129,12,Bogotá,cop,Low,4.652378915,-74.07624521,142650
abnb_1466704582412769222,1466704582412769222,,entire_place,1,1.0,3.0,,,New and furnished apartment with an ideal location,204904329.12,258469421.3,100.0,1552305.54,132,12,Bogotá,cop,Low,4.652940155,-74.075715607,142650
vrbo_3919846,,3919846,entire_place,1,1.0,3.0,4.7,0.0,"En la mejor zona de todo Bogota, a solo 5 minutos de la zona rosa caminando.",168314796.9,198096213.97,76.97,689814.74,317,12,Bogotá,cop,Low,4.659856,-74.07597,142650
abnb_1334405305533001602,1334405305533001602,,entire_place,1,1.0,4.0,5.0,21.0,"Luxury penthouse with Jacuzzi near the ""T"" area",131964845.58,136098832.44,76.05,519546.66,334,12,Bogotá,cop,High,4.6712,-74.065,142650
abnb_1004484242178125989,1004484242178125989,,entire_place,1,0.0,3.0,4.9,104.0,*Private Botanical Jacuzzi |Queen Bed|W&D|Balcony*,113642435.52,117881579.96,63.92,505077.49,352,12,Bogotá,cop,Medium,4.6758,-74.0732,142650
abnb_1160204289646223025,1160204289646223025,,entire_place,2,2.0,4.0,4.9,95.0,Duplex penthouse  city view,110660574.78,113139794.79,77.87,398059.65,357,12,Bogotá,cop,Medium,4.6772,-74.0602,142650
abnb_842135317767077248,842135317767077248,,entire_place,3,2.0,8.0,5.0,241.0,The best in 69 street,99186492.6,103635878.5,73.07,388966.63,349,12,Bogotá,cop,Low,4.65518,-74.06327,142650
abnb_1464614746547219935,1464614746547219935,,entire_place,1,1.0,3.0,,,Apartamento nuevo y amoblado con ubicación ideal10,98279771.04,98279771.04,95.31,1611143.77,64,12,Bogotá,cop,Low,4.652445033,-74.07440839,142650
abnb_1466858220867292388,1466858220867292388,,entire_place,1,1.0,3.0,,,New and furnished apartment with an ideal location,86960494.98,86960494.98,100.0,1552865.94,56,12,Bogotá,cop,Low,4.652815142,-74.075029476,142650
abnb_791274666494227261,791274666494227261,,entire_place,3,2.5,10.0,4.9,30.0,Casa Linda,83377839.06,83377839.06,85.53,320683.99,304,12,Bogotá,cop,High,4.67399,-74.08641,142650
