property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_1124752416618963404,1124752416618963404,,entire_place,3,2.0,6.0,4.9,52.0,Very central new place,54226372.32,56433612.72,72.49,214333.48,349,12,Bogotá,cop,Low,4.63793,-74.12465,142656
abnb_1147169284698856764,1147169284698856764,,entire_place,3,2.0,8.0,4.9,75.0,Wow design • Tourist area • 3 bedrooms • Parking,48727069.2,51104264.61,85.26,165176.51,346,12,Bogotá,cop,Medium,4.6193,-74.1334,142656
abnb_923315756257989388,923315756257989388,11847468ha,entire_place,3,2.0,6.0,4.8,24.0,Beautiful Luxury Apartment Villa Alsacia,38045446.92,38628439.4,44.91,253636.3,334,12,Bogotá,cop,High,4.64721,-74.13456,142656
abnb_50208134,50208134,11136468ha,entire_place,3,2.0,4.0,4.9,32.0,"City view apartment, 2 Internet/Wifi Providers.",37923813.54,39582266.25,95.63,115621.38,343,12,Bogotá,cop,Medium,4.6261,-74.1238,142656
abnb_1266998641407275517,1266998641407275517,,entire_place,2,1.0,5.0,5.0,46.0,"Modern, comfortable and safe apartment near the airport",36486328.14,39628339.5,74.11,146531.44,336,12,Bogotá,cop,Medium,4.6503,-74.1457,142656
abnb_1240044670405808788,1240044670405808788,,entire_place,3,2.0,6.0,4.9,16.0,"Nice apartment, very central, 3 bedrooms",36032967.36,36129057.73,86.48,170772.36,244,12,Bogotá,cop,High,4.640694759,-74.127001539,142656
abnb_1033470024421561004,1033470024421561004,3731620,entire_place,3,2.0,6.0,4.9,22.0,Duplex apartment in Bogotá,35586978.3,35758444.51,74.1,132293.6,363,12,Bogotá,cop,High,4.62613,-74.12954,142656
abnb_26928756,26928756,,entire_place,3,2.0,5.0,4.9,269.0,"Close to the airport, family-friendly, modern and quiet",35432172.18,36778653.7,69.43,145811.41,350,12,Bogotá,cop,Low,4.65513,-74.15341,142656
abnb_961610983895742208,961610983895742208,,entire_place,3,2.0,5.0,,,"New apartment, great location",31879003.14,33197840.71,83.59,115923.65,329,12,Bogotá,cop,Low,4.62818,-74.12385,142656
abnb_848724774304588700,848724774304588700,,entire_place,3,2.0,8.0,5.0,6.0,Close to the airport. Elegant and cozy clubhouse,31691024.28,36213906.23,84.44,124278.53,302,12,Bogotá,cop,Low,4.62493,-74.12588,142656
abnb_33997454,33997454,11806204ha,entire_place,3,1.0,6.0,4.7,71.0,Downtown Apartment near the Airport-15Min Embassy,31436699.94,34285279.98,74.61,130442.73,323,12,Bogotá,cop,Medium,4.6426,-74.1375,142656
abnb_915883626792029051,915883626792029051,,entire_place,3,2.0,4.0,5.0,39.0,New apartment close to the airport,31119715.98,31450521.92,49.86,173853.17,359,12,Bogotá,cop,Medium,4.6399,-74.1249,142656
