property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_1131524078057625960,1131524078057625960,,entire_place,8,5.0,16.0,4.8,5.0,Two Penthouses/the best zone/30mt Unicentro Mall/P,319254449.76,335097934.68,78.51,1165162.27,349,12,Bogotá,cop,Medium,4.6996,-74.042,141029
vrbo_3499361,,3499361,entire_place,7,7.5,16.0,5.0,,"♛Casa de Heroes. Artsy & Authentic nearby Zona T♛
",258795288.18,325812811.03,79.31,1125196.97,290,12,Bogotá,cop,Low,4.687297,-74.05168,141029
abnb_568844993254715064,568844993254715064,,entire_place,4,4.0,10.0,5.0,71.0,Brand New Luxury home! Best location of Bogota!,237210892.02,244847809.65,44.54,1530392.85,348,12,Bogotá,cop,Low,4.69474,-74.04155,141029
abnb_1222766271077298627,1222766271077298627,4375821,entire_place,4,4.5,10.0,5.0,25.0,Grand Prix of Bogotá!,212519315.88,221653724.71,37.79,1634763.94,344,12,Bogotá,cop,Medium,4.6988,-74.036,141029
abnb_1057491952337085754,1057491952337085754,,entire_place,3,3.0,8.0,5.0,23.0,Luxury and Style Bogota,210403632.24,332465235.45,57.72,1481715.72,246,12,Bogotá,cop,Low,4.69448,-74.04189,141029
abnb_943752655017237363,943752655017237363,,entire_place,5,4.0,16.0,5.0,33.0,°Chalet Suizo + BBQ~ Chimney (1 floor) Luxury Stay,168230022.12,175955142.38,75.36,639657.89,349,12,Bogotá,cop,Medium,4.7037,-74.0375,141029
abnb_1231497606942137531,1231497606942137531,,entire_place,5,4.0,16.0,4.9,18.0,°400m2 Wonderful Swiss Chalet ~ Fireplace and BBQ,165222360.36,171951450.67,75.78,621136.7,351,12,Bogotá,cop,High,4.7038,-74.0373,141029
abnb_40077720,40077720,,entire_place,3,3.5,8.0,4.7,96.0,"Exclusive penthouse in Chico, Bogotá",159785716.86,167781710.97,73.78,624162.94,347,12,Bogotá,cop,Low,4.68591,-74.05047,141029
abnb_1252234392373888041,1252234392373888041,,entire_place,3,3.5,6.0,4.0,1.0,Elegant Penthouse in an exclusive area of Bogotá,158842136.7,167437230.49,75.36,610931.3,345,12,Bogotá,cop,High,4.686395928,-74.050563343,141029
abnb_1313338784762436882,1313338784762436882,11750512ha,entire_place,4,2.5,8.0,,,Unique Penthouse less than 1 block from Unicentro,157235101.74,299113694.39,51.97,1321303.41,229,12,Bogotá,cop,Medium,4.6997,-74.0421,141029
abnb_1266866072069507799,1266866072069507799,,entire_place,6,4.5,16.0,4.9,28.0,*400m2 Magnífico Cottage Urbano “New York Style”,149476366.44,151964100.79,70.2,593160.18,359,12,Bogotá,cop,High,4.6933,-74.0362,141029
abnb_1304479832732682526,1304479832732682526,,entire_place,3,4.0,8.0,,,Luxury PentHouse Duplex | Private Giant Terrace,139826784.96,151361094.09,85.58,501171.29,326,12,Bogotá,cop,Medium,4.7099,-74.0505,141029
abnb_1063224496947993498,1063224496947993498,,entire_place,5,5.0,16.0,4.9,36.0,"Majestic ""Swiss Chalet"" + BBQ & Gym ~ Fireplace",136509510.96,144093647.07,64.27,612150.28,347,12,Bogotá,cop,Medium,4.7036,-74.0374,141029
abnb_1137285452795443355,1137285452795443355,4057918,entire_place,3,2.5,6.0,4.8,30.0,NOK Classy 3BR Apartment in Usaquén,132053306.22,135288901.56,74.65,498314.38,355,12,Bogotá,cop,High,4.7035,-74.0519,141029
abnb_52773942,52773942,,entire_place,2,3.0,6.0,4.6,89.0,"Penthouse with Terrace, Turkish Jacuzzi and Private BBQ",127921457.16,132389088.07,64.2,566024.18,352,12,Bogotá,cop,Low,4.71449,-74.03449,141029
abnb_991985271372648120,991985271372648120,4057911,entire_place,3,2.5,6.0,4.8,38.0,NOK Unique 3 BR Apartment in Usaquén,125223407.64,132719156.83,78.89,465514.53,341,12,Bogotá,cop,High,4.7035,-74.0519,141029
abnb_1137291362928130992,1137291362928130992,4057900,entire_place,3,2.5,6.0,4.6,21.0,NOK Fantastic 3BR in Usaquén,123734320.2,124678932.4,80.11,426670.07,362,12,Bogotá,cop,High,4.7035,-74.0519,141029
