property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_1025908826992690407,1025908826992690407,,entire_place,3,3.0,5.0,5.0,30.0,Apartment in La Felicidad near the airport,105058067.58,107528478.39,72.27,407201.82,357,12,Bogotá,cop,Medium,4.6594,-74.1268,142655
abnb_1110070679816580822,1110070679816580822,,entire_place,2,2.0,2.0,5.0,12.0,"New Apartment in Ciudad Salitre, Near Plaza Claro.",92238646.5,92474652.12,82.02,315885.79,356,12,Bogotá,cop,Medium,4.6519,-74.1098,142655
abnb_647323005656691786,647323005656691786,,entire_place,2,2.0,4.0,5.0,92.0,Spectacular location!,90487863.0,91767335.58,80.78,312027.12,359,12,Bogotá,cop,Medium,4.652,-74.1097,142655
abnb_51523925,51523925,,entire_place,2,2.0,2.0,4.9,49.0,Excellent executive apartment Salitre Plaza,82659096.36,82816851.17,80.92,295211.07,346,12,Bogotá,cop,Low,4.6528,-74.11002,142655
abnb_832030925157797458,832030925157797458,,entire_place,3,3.5,12.0,5.0,7.0,"Casa Ivy - Luxury , Comfort & Nature Near Airport",80709276.42,106516009.5,96.67,695769.62,120,12,Bogotá,cop,Low,4.66841,-74.12126,142655
abnb_1329032264035503529,1329032264035503529,,entire_place,3,2.0,4.0,,,Comfortable and easy access,70971234.3,70971234.3,79.46,269852.61,331,12,Bogotá,cop,Low,4.66281,-74.11633,142655
abnb_52278247,52278247,,entire_place,3,2.0,5.0,5.0,128.0,"Comfortable apartment, great location, Salitre pool.",68468535.36,75874349.56,75.76,273874.14,330,12,Bogotá,cop,Medium,4.6497255,-74.107637,142655
abnb_927415590058022778,927415590058022778,,entire_place,3,2.0,6.0,4.8,37.0,Entire Apartment - Beautiful,67941457.38,68554379.04,75.69,247961.51,362,12,Bogotá,cop,Low,4.65467,-74.1283,142655
abnb_1145804055108696411,1145804055108696411,,entire_place,3,2.0,6.0,5.0,78.0,"Nice, comfortable and central apartment in Ciudad Salitre",66301249.68,69425089.75,78.22,242861.72,349,12,Bogotá,cop,Medium,4.6497,-74.1076,142655
abnb_52306976,52306976,,entire_place,1,1.5,2.0,4.8,13.0,apartamento de lujo,62206259.22,63602721.0,77.71,241109.54,332,12,Bogotá,cop,Low,4.65036,-74.10618,142655
abnb_676704717493645293,676704717493645293,,entire_place,3,2.0,6.0,4.9,138.0,Feel Right at Home - Central Location in Bogota,61575977.16,63279360.5,71.55,242425.09,355,12,Bogotá,cop,Medium,4.6577,-74.1179,142655
abnb_990544872054518117,990544872054518117,,entire_place,3,2.0,6.0,4.8,49.0,Apartment Salitre-Modelia 3 excellent location,55579082.94,56799766.05,82.3,189689.71,356,12,Bogotá,cop,Low,4.66092,-74.11783,142655
abnb_1049531124769514371,1049531124769514371,,entire_place,2,2.0,8.0,4.9,239.0,Big Apartment W Airport Embassy WiFi @Bogotá,55118350.44,63165246.27,87.7,198267.45,317,12,Bogotá,cop,Low,4.6679,-74.12101,142655
abnb_46987049,46987049,,entire_place,3,2.0,8.0,5.0,119.0,"MODERN-LUXURY AND FRESH, CLOSE TO THE AIRPORT",53238561.84,55322067.92,76.86,197912.87,350,12,Bogotá,cop,Low,4.66102,-74.13527,142655
abnb_1137894110294145288,1137894110294145288,,entire_place,3,2.0,5.0,4.9,39.0,Very close to El Dorado Airport and the US Embassy.,52954750.62,54434475.98,69.94,212669.68,356,12,Bogotá,cop,Low,4.65893,-74.11903,142655
abnb_738930057157715817,738930057157715817,,entire_place,2,2.0,5.0,4.9,92.0,"Apartamento La Felicidad, Bogota!",52575107.04,53207490.04,74.09,197650.78,359,12,Bogotá,cop,Low,4.65583,-74.12937,142655
abnb_704563663399343494,704563663399343494,,entire_place,3,2.0,7.0,4.8,65.0,Beautiful and comfortable apartment in Ciudad Salitre,51535694.52,53843522.04,36.84,409013.45,342,12,Bogotá,cop,High,4.65819,-74.11,142655
abnb_32545368,32545368,,entire_place,3,2.0,5.0,4.8,46.0,Close to the airport and the American Embassy WIFI,50927527.62,53902385.23,80.59,185866.88,340,12,Bogotá,cop,Medium,4.6585,-74.1195,142655
abnb_3860804,3860804,,entire_place,3,2.0,6.0,4.8,60.0,3 BR Apartment next Plaza Claro Mall,50610543.66,58580699.89,79.2,282740.46,226,12,Bogotá,cop,Medium,4.654851,-74.106873,142655
abnb_780503700940136279,780503700940136279,,entire_place,3,3.0,6.0,4.9,73.0,Apartment in Ciudad Salitre,50308303.14,51429025.73,61.34,229718.28,357,12,Bogotá,cop,Low,4.65055,-74.10994,142655
abnb_51470417,51470417,,entire_place,2,2.0,4.0,4.8,151.0,"Simsonlandia, the coolest apartment in Bogotá.",49784911.02,56651852.49,38.7,398279.29,323,12,Bogotá,cop,Low,4.65226,-74.10944,142655
abnb_1198857134122057891,1198857134122057891,,entire_place,3,2.0,16.0,4.8,53.0,travelers house 5 minutes close to the airport,48023069.94,50573648.2,42.82,322302.49,348,12,Bogotá,cop,High,4.6676,-74.123,142655
abnb_932038456739553215,932038456739553215,,entire_place,3,2.0,6.0,,,"Charming, comfortable and safe.",47853520.38,54816920.81,100.0,180579.33,265,12,Bogotá,cop,Low,4.661089502,-74.11795462,142655
abnb_38383613,38383613,,entire_place,2,1.0,4.0,4.9,88.0,"201- Saltpeter, USA Emb, Dorado. Maloka",46688788.62,51311483.66,89.09,158805.4,330,12,Bogotá,cop,Low,4.65071,-74.10868,142655
abnb_1355213920078629619,1355213920078629619,4499750,entire_place,2,2.0,4.0,5.0,56.0,Peaceful Apartment just to 15 min from Airport!,45852098.4,47054720.8,73.46,201991.62,309,12,Bogotá,cop,High,4.659618423,-74.112533369,142655
abnb_1238558916712947052,1238558916712947052,,entire_place,3,2.0,6.0,5.0,6.0,"Modern Near the Airport, Embassy, Shopping Center",45376622.46,46407852.37,90.78,144052.77,347,12,Bogotá,cop,Medium,4.6564,-74.1247,142655
abnb_1311884678612705753,1311884678612705753,,entire_place,2,2.0,6.0,4.9,7.0,Silver Refuge | Close to Terminal & Airport 2BD,45273418.38,51906381.46,81.53,176849.3,314,12,Bogotá,cop,Low,4.64671,-74.11541,142655
abnb_1012988117191860946,1012988117191860946,,entire_place,3,2.0,6.0,4.9,94.0,"Super comfortable,great location by hotel zone",44252435.16,45468474.09,62.13,210725.89,338,12,Bogotá,cop,Medium,4.657580864,-74.115430539,142655
abnb_607894448566296700,607894448566296700,,entire_place,3,2.0,6.0,4.9,131.0,COZY APARTMENT WITH PARKING - Airport.,44237691.72,48911399.06,50.46,269742.03,325,12,Bogotá,cop,Low,4.66568,-74.11337,142655
abnb_810951361867933108,810951361867933108,3363935,entire_place,2,1.0,4.0,5.0,49.0,Dreamy duplex near the airport,43703242.02,43817982.84,84.07,142821.06,364,12,Bogotá,cop,Medium,4.666,-74.1212,142655
abnb_1312356756412486295,1312356756412486295,,entire_place,3,2.0,6.0,4.8,40.0,Luxury in Bogotá,43515263.16,45094506.74,62.11,199611.3,351,12,Bogotá,cop,High,4.6617,-74.117,142655
abnb_992761503639381849,992761503639381849,,entire_place,3,2.0,7.0,4.8,86.0,Cozy apartment near the airport.,43124562.0,49492806.62,63.44,212436.27,320,12,Bogotá,cop,Medium,4.6631,-74.1378,142655
