property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_714345990863818509,714345990863818509,,private_room,1,1.0,2.0,,,3.1.0 Accommodation in Colombia,375342181.38,379407058.36,34.31,7986004.32,137,12,Bogotá,cop,Low,4.61516,-74.10218,142658
abnb_1283465400639424352,1283465400639424352,,entire_place,1,1.0,3.0,5.0,3.0,Luxurious apartment near Bogotá S airport,60050031.12,60309552.52,90.77,196885.35,336,12,Bogotá,cop,Low,4.603080783,-74.125932322,142658
abnb_987951427478263233,987951427478263233,,entire_place,2,2.0,5.0,4.9,52.0,"Well-equipped apartment, TV streaming, quiet, safe",52033285.62,55861419.82,80.12,192715.88,337,12,Bogotá,cop,Low,4.62349,-74.124,142658
abnb_27285697,27285697,,entire_place,3,2.0,6.0,4.8,201.0,3 rooms 10 minutes from the US Embassy Corferias,42368960.7,44109350.07,73.5,164220.78,351,12,Bogotá,cop,Medium,4.6232,-74.1081,142658
abnb_1283445420068860302,1283445420068860302,,entire_place,2,2.0,5.0,4.9,14.0,Luxurious apartment near Bogotá F airport,42162552.54,42957629.4,71.74,182521.87,322,12,Bogotá,cop,Low,4.604367179,-74.127441585,142658
abnb_915154561218711661,915154561218711661,,entire_place,2,3.0,5.0,4.8,13.0,Spacious and comfortable apartment,40087413.36,40087413.36,68.31,170584.73,344,12,Bogotá,cop,Low,4.63015,-74.12091,142658
abnb_880567103448613431,880567103448613431,,entire_place,2,2.0,5.0,4.9,102.0,Beautiful 2-bedroom apartment near Embassy and Corferias,39722513.22,40067177.99,69.81,157629.02,361,12,Bogotá,cop,Medium,4.6233,-74.108,142658
abnb_42089992,42089992,,entire_place,1,1.0,3.0,4.9,143.0,Modern loft near the EU Embassy Corferias,36633762.54,37622531.34,69.12,150138.38,353,12,Bogotá,cop,Low,4.63222,-74.09784,142658
abnb_1211865298836583186,1211865298836583186,,entire_place,2,1.0,4.0,5.0,22.0,"Linda Vista, cozy, elegant and comfortable",36482642.28,37911650.2,78.63,132183.49,351,12,Bogotá,cop,High,4.6091,-74.108,142658
abnb_639184388286231615,639184388286231615,,entire_place,1,1.0,4.0,4.8,100.0,Beautiful Loft near American Embassy and Corferias.,35631208.62,35772745.64,66.94,146630.5,363,12,Bogotá,cop,Low,4.63127,-74.09757,142658
abnb_46122591,46122591,,entire_place,2,1.0,5.0,4.9,135.0,"Apartment 🇺🇸near the American embassy, Corferias",34967753.82,36919822.13,77.1,131457.72,345,12,Bogotá,cop,Low,4.628242494,-74.106059892,142658
abnb_1227074801514608937,1227074801514608937,,entire_place,2,2.0,4.0,5.0,72.0,Apartamento Entero Lujo Bogotá,33139567.26,34361651.0,93.18,101035.26,352,12,Bogotá,cop,Medium,4.5982,-74.1208,142658
abnb_1085633716309442886,1085633716309442886,,entire_place,2,2.0,5.0,4.9,25.0,Beautiful apartment near Corferias and Embassy,33065850.06,33356480.12,73.41,124776.79,361,12,Bogotá,cop,Medium,4.6233,-74.108,142658
abnb_1039869334814178195,1039869334814178195,,entire_place,2,2.0,5.0,4.8,29.0,"Apartment near Embassy, G12 and Corferias",32195987.1,32706146.98,73.18,122885.45,358,12,Bogotá,cop,Medium,4.6233,-74.108,142658
abnb_1231952154925047535,1231952154925047535,,entire_place,2,1.0,6.0,4.8,25.0,Natural Light Loft and Netflix - Near Historic Area •,32137013.34,32294620.71,87.88,100742.99,363,12,Bogotá,cop,Low,4.60581,-74.10466,142658
abnb_625511662657953261,625511662657953261,,entire_place,1,1.0,2.0,4.8,232.0,"Loft in Bogotá, near the American Embassy",31853202.12,31958728.29,65.93,132721.68,364,12,Bogotá,cop,Low,4.63251,-74.09811,142658
abnb_49948355,49948355,,entire_place,2,2.0,4.0,4.8,107.0,"Comfortable apartment, 4 people, washing machine, wifi",31764741.48,31764741.48,65.48,132906.88,365,12,Bogotá,cop,Medium,4.6233,-74.108,142658
abnb_1289933517043615947,1289933517043615947,,entire_place,1,1.0,3.0,5.0,149.0,Apartment in American Embassy Corferias Ágora,31444071.66,31896732.13,80.56,108427.84,360,12,Bogotá,cop,Low,4.631141248,-74.097001538,142658
abnb_45641124,45641124,,entire_place,2,1.0,5.0,4.9,120.0,Apt Emb USA Corferias Avivamiento  Military Club,29335759.74,31892898.83,67.46,129804.25,335,12,Bogotá,cop,Low,4.628325252,-74.105643791,142658
abnb_661613461112171182,661613461112171182,,entire_place,3,1.5,6.0,4.5,147.0,Beautiful and spacious apartment!! Excellent location,29107236.42,29832724.24,73.88,110673.9,356,12,Bogotá,cop,Low,4.61257,-74.10684,142658
abnb_1139037788801001811,1139037788801001811,,entire_place,1,1.0,2.0,4.9,41.0,Loft Inn/American Embassy - Corferias - Agora,28801310.04,29602837.16,94.93,85463.83,355,12,Bogotá,cop,Low,4.63057,-74.09626,142658
abnb_1318274296983576402,1318274296983576402,20107900ha,entire_place,5,3.0,13.0,5.0,3.0,Touristic House Saenz,28716535.26,28771970.59,51.05,196688.6,286,12,Bogotá,cop,Medium,4.6136,-74.116,142658
abnb_1094887605986137659,1094887605986137659,,entire_place,3,2.0,8.0,5.0,5.0,"Close to the airport, nice and stylish apartment",27732410.64,32596750.66,87.67,108329.73,292,12,Bogotá,cop,Low,4.62216,-74.12348,142658
abnb_963168170227469886,963168170227469886,11409533ha,entire_place,2,2.0,9.0,4.8,9.0,Apartment - 5 min - Centro Mayor and Plaza de las Américas,27172159.92,27172159.92,82.27,91488.75,361,12,Bogotá,cop,High,4.60284,-74.12499,142658
abnb_928545660880186233,928545660880186233,,entire_place,3,1.0,3.0,4.9,31.0,Casa Lujuan,27068955.84,27068955.84,85.75,86482.29,365,12,Bogotá,cop,Low,4.61666,-74.11515,142658
abnb_1283648568300699186,1283648568300699186,,entire_place,2,1.0,4.0,4.9,29.0,Complete central apartment close to everything in Bogotá,27032097.24,28005348.57,55.17,140792.18,348,12,Bogotá,cop,Medium,4.6135,-74.1075,142658
