property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_1085681098420657168,1085681098420657168,,entire_place,2,1.0,5,4.9,22.0,Apartment near the historic center,27548117.64,29284821.15,65.78,123534.16,339,12,Bogotá,cop,Low,4.5818,-74.08427,142660
abnb_1199102677656457026,1199102677656457026,,entire_place,2,1.0,4,5.0,7.0,Beautiful place to stay near downtown,24444623.52,24547090.43,78.45,86072.62,362,12,Bogotá,cop,Low,4.57825,-74.08913,142660
abnb_47992130,47992130,2155789,entire_place,2,1.0,4,4.8,35.0,Luxury oasis with sunset views and ultra Wi-Fi,20578156.38,20578156.38,79.45,70959.16,365,12,Bogotá,cop,Medium,4.5828,-74.0811,142660
abnb_51216237,51216237,,entire_place,3,2.0,5,4.6,74.0,"Beautiful apartment with parking, 3 bedrooms, 2 bathrooms, living room, dining room, hot water, and the best view of the city 😉",20205884.52,22185117.62,66.97,90609.35,333,12,Bogotá,cop,Low,4.56416,-74.10617,142660
abnb_1238276204306312906,1238276204306312906,,entire_place,1,1.0,4,4.7,13.0,Spectacular apartment!,19759895.46,19900805.89,77.07,70824.0,362,12,Bogotá,cop,Low,4.57824,-74.09021,142660
abnb_1137224579714593695,1137224579714593695,,entire_place,3,1.0,7,4.9,21.0,Spacious apartment near downtown,18683624.34,18950148.88,53.76,96806.34,359,12,Bogotá,cop,Low,4.57216,-74.09308,142660
abnb_1294490369520725049,1294490369520725049,,entire_place,2,1.0,4,5.0,3.0,Spectacular central apartment!,17441489.52,23380110.29,79.05,87207.45,253,12,Bogotá,cop,Low,4.57796,-74.08916,142660
abnb_751010519467799029,751010519467799029,,entire_place,3,1.0,6,4.0,11.0,3B 1D Independent Near Downtown,17216652.06,17319118.97,79.31,62379.18,348,12,Bogotá,cop,Low,4.58406,-74.08591,142660
abnb_751004899747668024,751004899747668024,,entire_place,4,1.0,5,4.2,6.0,3A 1D Apt. Near Downtown,17168735.88,17219821.9,58.26,85416.6,345,12,Bogotá,cop,Low,4.58422,-74.08533,142660
abnb_879213805792000052,879213805792000052,,entire_place,2,1.0,4,5.0,6.0,Nice apartment in downtown Bogotá,17117133.84,17470976.4,91.9,52027.76,358,12,Bogotá,cop,Low,4.58386,-74.08115,142660
abnb_829225547591897062,829225547591897062,,entire_place,2,1.0,5,4.8,41.0,Apartment near downtown Bogotá,16995500.46,17522136.14,64.1,75535.56,351,12,Bogotá,cop,Low,4.57228,-74.09393,142660
abnb_718143296119409665,718143296119409665,,entire_place,3,1.0,6,3.7,6.0,3B Spacious Independent Boutique House,16892296.38,17229073.41,80.42,62333.2,337,12,Bogotá,cop,Medium,4.5838,-74.0865,142660
abnb_579588677283976676,579588677283976676,,entire_place,2,1.0,4,4.8,16.0,A beautiful apartment!,16099836.48,22133552.44,81.3,80499.18,246,12,Bogotá,cop,Medium,4.578637,-74.0897797,142660
abnb_47300747,47300747,,entire_place,2,1.0,4,4.7,15.0,Your Luxury Sunset View Apt with ultra Wi-Fi,15904485.9,19229426.49,76.22,72956.35,286,12,Bogotá,cop,Low,4.58186,-74.08061,142660
abnb_726617873850445240,726617873850445240,,entire_place,4,1.0,5,4.7,13.0,3A Casa Boutique Independent Apartment,15701763.6,15899399.41,59.0,78508.82,339,12,Bogotá,cop,Low,4.58441,-74.08554,142660
abnb_1408260063560418444,1408260063560418444,,entire_place,4,1.0,12,4.0,7.0,2B 1D Downtown 4 rooms 7 beds,15358978.62,27806385.85,57.21,133556.34,201,12,Bogotá,cop,Low,4.5836,-74.08726,142660
abnb_853177833692372544,853177833692372544,,entire_place,3,2.0,6,4.6,8.0,"Nice apartment in Bogotá, close to downtown",15100968.42,15100968.42,82.72,51715.65,353,12,Bogotá,cop,Medium,4.5618,-74.0948,142660
abnb_1445719363562631011,1445719363562631011,,entire_place,2,1.0,4,4.8,9.0,Wonderful apartment!,14879816.82,22982737.73,76.68,100539.3,193,12,Bogotá,cop,Low,4.578405158,-74.090528374,142660
abnb_38866499,38866499,,entire_place,2,1.0,4,4.9,57.0,Cozy private apartment in the center,14596005.6,14596005.6,74.32,59333.35,331,12,Bogotá,cop,Low,4.58646,-74.08357,142660
abnb_1297355350137419728,1297355350137419728,,entire_place,2,1.0,5,5.0,2.0,cozy 2 bedroom apartment,14249534.76,14486535.56,35.0,113091.54,360,12,Bogotá,cop,High,4.579078927,-74.08588065,142660
abnb_1435086290581402636,1435086290581402636,,entire_place,3,1.0,8,4.7,10.0,"1A Close to downtown Bogotá, comfortable",14245848.9,20121515.18,47.18,154846.18,195,12,Bogotá,cop,Low,4.58317,-74.08618,142660
abnb_939808108184882426,939808108184882426,,entire_place,3,2.0,4,4.8,30.0,Comfy Family Home,14124215.52,14124215.52,43.86,94161.44,342,12,Bogotá,cop,Low,4.58361,-74.07918,142660
abnb_1002083933518449667,1002083933518449667,,entire_place,3,1.0,4,4.8,10.0,Apartment/Downtown/Bogotá,12738332.16,13421432.59,77.06,50548.94,327,12,Bogotá,cop,High,4.58196,-74.08024,142660
abnb_33684767,33684767,,entire_place,2,1.0,2,5.0,20.0,New apartment near Bogotá's historic downtown,12480321.96,15115601.28,90.83,57249.18,240,12,Bogotá,cop,Medium,4.581,-74.0815,142660
abnb_750997581941939449,750997581941939449,,entire_place,2,1.0,5,4.6,7.0,2A 1D Apartment near downtown,12181767.3,12181767.3,57.96,66932.78,314,12,Bogotá,cop,Low,4.58303,-74.08718,142660
abnb_727338913142495458,727338913142495458,,entire_place,2,1.0,5,4.8,5.0,2A Close to downtown Bogota Comfortable,11949558.12,12035696.67,63.64,65656.91,286,12,Bogotá,cop,Low,4.58423,-74.08708,142660
abnb_49779191,49779191,,entire_place,2,1.0,3,4.4,17.0,Entire apartment,11632574.16,14086619.75,100.0,53606.33,217,12,Bogotá,cop,Low,4.5841,-74.07968,142660
abnb_929026732693663364,929026732693663364,,entire_place,1,1.0,2,4.8,14.0,"Private Studio, 15min to DT with ultra Wi-Fi",11282417.46,11356576.96,66.2,47206.77,361,12,Bogotá,cop,Low,4.56448,-74.10449,142660
abnb_1343844328154941380,1343844328154941380,,entire_place,3,1.0,6,5.0,1.0,Apartment Near Downtown,10851171.84,12510988.32,83.28,42721.15,305,12,Bogotá,cop,High,4.5827,-74.0808,142660
abnb_1274090119606324080,1274090119606324080,,entire_place,2,1.0,3,4.8,6.0,Modern and cozy apartment near downtown,10412554.5,13125863.48,67.94,53397.72,287,12,Bogotá,cop,Low,4.58036583,-74.084975746,142660
abnb_1329287429823156207,1329287429823156207,,entire_place,2,1.0,3,5.0,13.0,Apartment near downtown Bogotá,10228261.5,15416220.03,78.36,56509.73,231,12,Bogotá,cop,Medium,4.5823,-74.0814,142660
abnb_1105358873327240005,1105358873327240005,,entire_place,2,1.0,3,5.0,6.0,Modern Studio 5' from Downtown Bogotá,9314168.22,10212670.31,62.45,57142.13,261,12,Bogotá,cop,Medium,4.5826,-74.081,142660
abnb_1443028778223999530,1443028778223999530,,entire_place,3,1.0,6,4.9,8.0,"Apartment in Bogotá, near the historic center",9292053.06,18237819.57,79.88,68830.02,169,12,Bogotá,cop,Medium,4.5824,-74.0805,142660
abnb_1502531506172775158,1502531506172775158,,entire_place,2,1.0,4,4.9,7.0,Beautiful Garden City Apartment very central,8355844.62,20368541.52,75.22,98304.05,113,12,Bogotá,cop,Medium,4.578,-74.0902,142660
abnb_1502511109737796706,1502511109737796706,,entire_place,2,1.0,4,5.0,2.0,Excellent apartment near downtown Candelaria,8256326.4,22046492.43,71.93,100686.91,114,12,Bogotá,cop,Medium,4.578,-74.0902,142660
abnb_46515252,46515252,,entire_place,2,1.0,3,4.6,5.0,KatitaB,7721876.7,10081711.71,81.3,41293.46,230,12,Bogotá,cop,Low,4.56528,-74.08357,142660
abnb_1264542394868108751,1264542394868108751,4754966,entire_place,2,1.0,4,4.8,10.0,Portal 20 de Julio. Family atmosphere. At home,7589185.74,7589185.74,53.54,55802.84,254,12,Bogotá,cop,Low,4.56116653,-74.093078163,142660
abnb_1502541905331871641,1502541905331871641,,entire_place,2,1.0,4,4.5,2.0,Beautiful apartment,7408578.6,22316076.23,86.52,96215.3,89,12,Bogotá,cop,Low,4.578383663,-74.090689745,142660
abnb_931984444073925413,931984444073925413,,private_room,2,1.0,2,4.8,15.0,La Candelaria Room,7290631.08,7290631.08,50.63,45566.44,316,12,Bogotá,cop,Medium,4.5778,-74.0833,142660
abnb_858520188375039047,858520188375039047,,private_room,1,1.5,1,5.0,12.0,Charming room II with a view of Bogotá D.C.,6947846.1,6947846.1,78.35,27034.42,328,12,Bogotá,cop,Low,4.58192,-74.08158,142660
abnb_1464792217224970529,1464792217224970529,,entire_place,3,2.0,6,5.0,11.0,Premium Downtown Apartment + Terrace,6770924.82,20898863.06,58.62,132763.23,87,12,Bogotá,cop,Medium,4.584,-74.0836,142660
abnb_1329800333854343362,1329800333854343362,,entire_place,1,1.0,2,4.5,2.0,"New Private & full equipped APT, 8km to downtown",6549773.22,7938162.96,64.59,48516.84,209,12,Bogotá,cop,Low,4.565771914,-74.102699755,142660
