property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,section
abnb_852927563350062645,852927563350062645,,entire_place,2,1.0,4,5.0,45.0,Comfortable and quiet  Apartment 401,19498199.4,20450257.04,74.93,74993.07,347,12,Bogotá,cop,Low,4.59325,-74.13509,142665
abnb_49976483,49976483,,entire_place,2,1.0,4,5.0,111.0,"Furnished apartment in the Venice neighborhood, apartment 301",19413424.62,20327960.2,72.7,76732.9,348,12,Bogotá,cop,Low,4.59284,-74.13553,142665
abnb_48142774,48142774,,entire_place,2,1.0,4,5.0,104.0,Beautiful and warm apartment 201,18580420.26,19527612.56,70.14,76778.59,345,12,Bogotá,cop,Low,4.59337,-74.13534,142665
abnb_1204580227698588877,1204580227698588877,,entire_place,2,1.0,4,4.9,8.0,central,18075457.44,18239330.78,53.55,99864.41,338,12,Bogotá,cop,Medium,4.5872,-74.1499,142665
abnb_853499140216267662,853499140216267662,,entire_place,2,1.0,4,4.9,8.0,Fantastic Apartamento Familiar,17769531.06,19588355.54,87.05,73427.82,278,12,Bogotá,cop,Low,4.58902,-74.1395,142665
abnb_1375749537170810029,1375749537170810029,,entire_place,2,1.0,4,4.7,15.0,An amazing family apartment!,11466710.46,14457748.99,60.92,72117.68,261,12,Bogotá,cop,Medium,4.5882115,-74.1397566,142665
abnb_1056829592527538510,1056829592527538510,,entire_place,2,1.0,3,4.9,9.0,Apartment in Bogotá,10806941.52,10868974.54,54.94,60713.15,324,12,Bogotá,cop,Medium,4.5768,-74.1324,142665
abnb_1223597370575233870,1223597370575233870,,entire_place,1,1.0,2,5.0,2.0,Charming Studio Apartment NEW king size bed,10408868.64,15660776.84,95.26,51785.42,211,12,Bogotá,cop,Medium,4.5885841,-74.1481863,142665
abnb_1371316024653141616,1371316024653141616,,entire_place,2,1.0,4,4.6,19.0,An amazing family apartment!,10003424.04,12977544.47,47.79,76949.42,272,12,Bogotá,cop,Medium,4.5882115,-74.1397566,142665
abnb_1422808763289375623,1422808763289375623,,entire_place,1,1.0,2,4.9,47.0,403 Studio apartment - Single rate.,9656953.2,14621106.31,88.24,49522.84,221,12,Bogotá,cop,Low,4.587558502,-74.129040419,142665
abnb_1497154856548556278,1497154856548556278,,entire_place,2,1.0,4,,,Modern apartment in Bogota • 4 pax,8459048.7,18595200.56,100.0,79056.53,107,12,Bogotá,cop,Medium,4.5929361,-74.1429469,142665
abnb_1126745883587547673,1126745883587547673,,entire_place,2,1.0,4,4.5,19.0,"Your family place. Comfortable, safe and friendly",8377959.78,8557829.75,47.83,76163.27,230,12,Bogotá,cop,Low,4.59207,-74.14373,142665
abnb_1472752934592218961,1472752934592218961,,entire_place,1,1.0,3,4.9,39.0,402 Studio Apartment - Single rate.,6435511.56,14031663.58,83.77,49887.69,154,12,Bogotá,cop,Low,4.58775,-74.12918,142665
abnb_853690559292623289,853690559292623289,,entire_place,2,1.0,4,4.6,19.0,Amazing Family Apartment2,2915515.26,4847458.78,40.0,69417.03,105,12,Bogotá,cop,Low,4.58918,-74.13945,142665
abnb_1086111879333217595,1086111879333217595,,entire_place,2,1.0,5,2.5,2.0,Apartamento amoblado iluminado.,733486.14,772187.67,16.67,66680.56,66,12,Bogotá,cop,Low,4.577330638,-74.132963555,142665
abnb_1548102271802743312,1548102271802743312,,entire_place,2,1.0,2,,,apartamento 4 Person,117947.52,117947.52,6.9,58973.76,29,12,Bogotá,cop,Low,4.5923,-74.14278,142665
abnb_678150997772089188,678150997772089188,,private_room,1,1.0,1,5.0,2.0,Comfortable room in apartment Barrio Tunal,0.0,161698.68,0.0,0.0,2,12,Bogotá,cop,Medium,4.5777,-74.1364,142665
abnb_918029786502714363,918029786502714363,,entire_place,1,1.0,2,4.3,3.0,Vibrant Chapinero & Galleries *Zone G & T *Campin,0.0,2481505.25,0.0,0.0,9,12,Bogotá,cop,Low,4.56867,-74.13054,142665
